"VIC_ESCOLARIDAD","VIC_EST_CIV","VIC_TRABAJA","AGR_TRABAJA","AGR_ESCOLARIDAD","AGR_EST_CIV"
39,9,1,2,59,9
49,9,1,2,49,9
32,9,1,1,44,9
29,9,1,9,29,9
49,9,1,2,39,9
39,1,2,9,29,1
10,2,2,1,33,1
49,2,2,2,49,1
26,2,2,1,45,1
45,4,2,2,52,1
46,1,1,1,10,1
46,9,2,1,39,1
22,2,2,2,25,1
21,3,1,1,21,1
59,1,1,1,59,1
10,1,2,1,26,1
23,1,2,1,23,1
26,1,2,2,33,1
26,1,2,2,26,1
32,1,2,2,26,1
33,1,2,2,45,1
39,1,2,1,39,1
39,1,2,2,46,1
49,1,2,1,39,1
26,2,2,2,26,1
26,2,2,1,22,1
29,2,2,1,29,1
29,2,2,2,29,1
29,2,2,1,29,1
33,2,2,1,32,1
39,2,2,2,39,1
59,9,1,1,49,1
49,2,1,9,49,1
49,1,1,1,49,1
49,1,1,1,99,1
99,1,1,1,49,1
46,2,1,1,46,1
29,1,1,2,26,1
46,1,1,1,21,1
33,1,1,1,46,1
29,2,1,1,29,1
39,9,1,2,29,1
49,1,1,1,10,1
49,1,1,2,49,1
NA,NA,NA,2,33,1
25,1,2,2,26,1
10,2,2,1,99,1
10,2,1,1,99,1
26,1,2,1,33,1
10,2,2,1,26,1
39,4,1,1,59,1
26,1,1,2,26,1
46,2,1,2,26,1
10,1,2,9,23,1
26,1,2,1,24,1
29,1,2,1,39,1
31,1,2,2,26,1
10,2,2,2,10,1
26,2,2,1,26,1
26,3,2,1,26,1
10,4,2,1,10,1
55,2,1,2,33,1
49,1,1,1,59,1
99,2,1,1,99,1
26,2,1,1,10,1
29,2,1,2,10,1
29,2,1,1,49,1
31,1,1,1,31,1
26,2,1,1,26,1
26,2,1,1,10,1
10,2,1,1,10,1
10,2,1,2,32,1
46,1,1,1,99,1
23,2,9,2,24,1
29,2,2,1,49,2
29,2,2,9,39,2
39,2,2,1,29,2
44,2,2,1,46,2
49,2,2,9,99,2
23,9,2,1,26,2
26,9,2,1,33,2
59,2,1,1,59,2
49,2,1,1,49,2
39,2,1,1,29,2
54,2,1,1,46,2
33,2,1,1,33,2
39,2,1,2,29,2
29,2,1,1,99,2
49,2,1,2,49,2
44,3,1,1,10,2
49,1,1,1,59,2
29,2,9,9,29,2
49,2,9,2,29,2
99,2,9,9,99,2
99,2,9,9,99,2
45,1,1,1,45,2
99,2,1,1,99,2
39,2,1,1,23,2
29,2,1,1,39,2
99,2,1,1,99,2
26,2,2,1,26,2
26,2,2,2,10,2
39,2,1,2,29,2
45,2,2,1,33,2
55,2,2,1,54,2
39,2,1,1,29,2
29,2,1,2,29,2
44,1,1,1,26,2
10,2,1,1,21,2
59,2,1,1,39,2
29,2,1,1,10,2
29,2,2,2,49,2
56,2,1,1,56,2
23,2,2,1,23,2
29,2,2,1,49,2
46,9,2,1,24,2
59,2,1,1,59,2
55,2,1,1,55,2
46,5,1,1,46,2
24,2,1,1,26,2
32,2,1,1,33,2
49,2,1,2,29,2
31,2,1,1,33,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,1,26,2
99,2,2,1,99,2
24,2,1,1,31,2
39,2,1,9,29,2
59,2,1,1,39,2
29,1,1,1,10,2
26,2,2,1,26,2
46,2,1,2,46,2
33,2,1,1,46,2
26,2,1,1,23,2
26,2,1,1,33,2
46,2,1,1,46,2
22,2,2,1,22,2
33,2,2,1,33,2
46,2,1,1,99,2
49,2,1,9,49,2
24,2,1,2,22,2
26,2,2,1,24,2
10,1,2,2,10,2
25,1,2,2,49,2
29,1,2,1,59,2
51,1,2,1,46,2
99,1,2,1,10,2
10,2,2,1,10,2
10,2,2,1,44,2
10,2,2,1,24,2
10,2,2,1,10,2
10,2,2,1,49,2
10,2,2,1,23,2
10,2,2,1,24,2
10,2,2,1,29,2
21,2,2,9,10,2
21,2,2,1,23,2
22,2,2,1,26,2
22,2,2,1,26,2
22,2,2,1,25,2
22,2,2,1,22,2
23,2,2,1,10,2
23,2,2,1,25,2
23,2,2,1,10,2
23,2,2,1,25,2
23,2,2,1,45,2
24,2,2,2,33,2
24,2,2,1,33,2
24,2,2,1,33,2
26,2,2,9,10,2
26,2,2,1,26,2
26,2,2,1,33,2
26,2,2,1,33,2
26,2,2,1,26,2
26,2,2,1,45,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,1,55,2
26,2,2,1,33,2
26,2,2,1,29,2
26,2,2,1,10,2
26,2,2,1,26,2
26,2,2,1,33,2
26,2,2,1,26,2
26,2,2,1,33,2
29,2,2,1,39,2
29,2,2,1,29,2
29,2,2,1,10,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,49,2
29,2,2,1,49,2
29,2,2,1,29,2
29,2,2,2,10,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,9,99,2
33,2,2,1,26,2
33,2,2,2,10,2
33,2,2,1,33,2
39,2,2,1,39,2
39,2,2,1,99,2
39,2,2,1,29,2
39,2,2,1,39,2
44,2,2,1,26,2
45,2,2,1,33,2
45,2,2,1,45,2
46,2,2,1,33,2
46,2,2,1,46,2
46,2,2,1,46,2
46,2,2,1,46,2
46,2,2,1,26,2
49,2,2,1,49,2
49,2,2,2,29,2
49,2,2,1,39,2
49,2,2,1,59,2
49,2,2,1,49,2
49,2,2,1,49,2
49,2,2,1,39,2
49,2,2,1,49,2
55,2,2,1,55,2
59,2,2,1,49,2
59,2,2,1,49,2
99,2,2,1,99,2
10,3,2,2,10,2
24,3,2,1,26,2
29,9,2,1,39,2
59,9,2,1,49,2
59,2,1,1,59,2
99,9,1,1,99,2
59,2,1,1,49,2
46,2,1,1,46,2
46,2,1,1,46,2
49,2,1,1,59,2
49,2,1,1,59,2
49,2,1,1,49,2
59,9,1,1,59,2
59,2,1,1,49,2
46,2,1,1,33,2
59,2,1,1,59,2
59,2,1,2,59,2
59,2,1,1,59,2
49,2,1,1,49,2
49,2,1,1,49,2
49,2,1,1,49,2
46,9,1,1,33,2
33,9,1,1,46,2
59,2,1,1,59,2
59,9,1,1,49,2
46,1,1,2,33,2
49,2,1,9,99,2
33,2,1,1,23,2
45,2,1,1,32,2
24,2,1,1,44,2
33,1,1,1,99,2
29,2,1,2,29,2
29,2,1,1,10,2
29,2,1,1,10,2
39,2,1,1,49,2
49,2,1,1,49,2
49,2,1,2,39,2
26,2,1,1,26,2
26,2,1,1,26,2
99,2,1,9,99,2
29,9,1,1,29,2
22,2,1,2,99,2
44,2,1,1,10,2
29,2,1,1,49,2
10,2,1,2,45,2
29,2,1,1,10,2
45,2,1,1,33,2
29,9,1,1,29,2
10,2,1,2,10,2
29,2,1,1,29,2
49,2,1,1,49,2
53,2,1,1,10,2
59,2,1,1,59,2
59,2,1,1,59,2
33,2,1,1,46,2
10,2,1,1,24,2
10,2,2,1,23,2
23,2,2,1,23,2
29,2,2,2,39,2
39,2,2,1,39,2
49,2,2,1,49,2
26,3,2,1,26,2
26,2,1,1,33,2
10,2,1,1,23,2
26,1,2,1,26,2
26,2,2,1,10,2
29,2,2,1,29,2
31,2,2,1,33,2
39,2,2,2,29,2
46,2,2,1,49,2
49,2,2,9,99,2
45,2,1,1,45,2
44,2,1,1,46,2
26,2,1,1,10,2
49,2,1,1,49,2
26,2,2,1,26,2
29,2,2,1,29,2
29,2,2,9,99,2
39,2,2,2,39,2
49,2,2,2,49,2
49,3,2,1,99,2
46,2,1,2,46,2
99,2,1,1,99,2
49,2,1,2,49,2
45,1,1,1,45,2
26,2,1,1,26,2
22,NA,2,1,44,2
10,1,2,2,10,2
26,1,2,2,25,2
26,1,2,1,26,2
31,1,2,1,33,2
33,1,2,1,33,2
49,1,2,1,33,2
10,2,2,1,10,2
10,2,2,2,10,2
10,2,2,2,10,2
33,2,2,1,33,2
39,2,2,1,39,2
46,2,2,1,10,2
49,2,2,1,49,2
49,2,2,1,59,2
49,3,2,1,49,2
46,2,1,1,46,2
26,2,1,1,10,2
99,2,1,9,99,2
33,2,1,1,33,2
10,2,1,2,29,2
39,1,2,1,39,2
45,1,2,1,33,2
10,2,2,1,46,2
10,2,2,1,24,2
10,2,2,2,33,2
10,2,2,1,26,2
10,2,2,1,39,2
10,2,2,1,46,2
10,2,2,1,10,2
10,2,2,1,10,2
22,2,2,2,10,2
23,2,2,1,26,2
23,2,2,1,46,2
23,2,2,1,25,2
23,2,2,1,26,2
25,2,2,1,26,2
26,2,2,1,10,2
26,2,2,2,10,2
26,2,2,1,26,2
26,2,2,1,22,2
26,2,2,1,26,2
26,2,2,1,49,2
26,2,2,1,22,2
26,2,2,1,10,2
26,2,2,1,32,2
26,2,2,1,26,2
29,2,2,1,39,2
29,2,2,1,99,2
29,2,2,1,59,2
29,2,2,1,49,2
29,2,2,1,29,2
29,2,2,1,29,2
32,2,2,1,46,2
32,2,2,1,26,2
33,2,2,1,26,2
33,2,2,1,26,2
33,2,2,1,26,2
39,2,2,1,29,2
39,2,2,1,39,2
39,2,2,1,39,2
46,2,2,1,46,2
46,2,2,1,46,2
46,2,2,1,46,2
46,2,2,1,46,2
49,2,2,1,39,2
99,2,2,1,99,2
10,3,2,1,26,2
25,3,2,1,26,2
10,4,2,2,10,2
46,4,2,1,31,2
59,2,1,9,45,2
46,2,1,1,46,2
46,2,1,1,45,2
49,2,1,1,39,2
46,2,1,1,33,2
45,2,1,2,26,2
46,2,1,1,46,2
23,2,1,1,26,2
24,2,1,1,10,2
26,2,1,1,10,2
26,2,1,1,22,2
32,2,1,1,31,2
33,2,1,1,26,2
45,2,1,1,45,2
46,2,1,1,46,2
46,2,1,1,53,2
49,2,1,1,29,2
22,2,1,2,25,2
22,2,1,1,22,2
22,2,1,1,46,2
33,9,1,1,26,2
26,2,1,2,32,2
26,1,1,1,45,2
25,9,1,2,99,2
33,1,1,1,22,2
10,2,1,2,21,2
10,2,1,2,21,2
29,2,1,2,29,2
39,2,1,2,39,2
45,2,1,1,45,2
49,2,1,1,49,2
49,2,1,1,29,2
10,3,2,1,29,3
29,3,2,1,49,3
39,3,1,1,39,3
29,3,1,1,49,3
29,9,9,9,10,3
26,3,2,1,39,3
33,3,2,1,26,3
59,1,1,9,49,3
24,3,2,1,46,3
32,3,2,1,26,3
10,3,2,1,44,3
21,3,2,1,33,3
39,3,1,1,39,3
45,3,1,1,22,3
10,3,2,1,10,3
49,3,2,1,49,3
29,9,1,1,29,3
49,9,2,1,39,3
59,3,1,2,39,3
10,1,2,2,29,3
26,1,2,2,10,3
33,1,2,1,59,3
10,2,2,1,26,3
10,3,2,1,22,3
10,3,2,1,10,3
21,3,2,1,21,3
26,3,2,1,26,3
26,3,2,1,10,3
26,3,2,1,26,3
26,3,2,1,26,3
26,3,2,1,26,3
26,3,2,1,10,3
26,3,2,9,10,3
26,3,2,1,10,3
26,3,2,1,33,3
26,3,2,1,32,3
26,3,2,1,22,3
29,3,2,1,49,3
29,3,2,1,49,3
29,3,2,1,29,3
29,3,2,1,10,3
32,3,2,1,46,3
39,3,2,2,29,3
39,3,2,1,29,3
39,3,2,1,49,3
46,3,2,1,46,3
46,3,2,1,33,3
46,3,2,1,46,3
46,3,2,1,46,3
46,3,2,1,26,3
49,3,2,2,26,3
49,3,2,1,49,3
49,3,2,1,49,3
49,3,2,1,39,3
32,9,2,9,99,3
46,3,1,1,46,3
54,3,1,1,54,3
49,3,1,9,99,3
45,3,1,1,46,3
49,3,1,1,49,3
29,3,1,1,49,3
33,3,1,1,26,3
39,3,1,1,49,3
45,3,1,2,31,3
45,3,1,2,33,3
49,3,1,1,49,3
39,3,1,2,39,3
33,3,1,2,33,3
33,3,1,1,10,3
10,3,1,1,10,3
29,3,1,1,10,3
29,3,1,1,29,3
46,3,1,1,46,3
29,3,9,9,99,3
21,3,2,1,22,3
26,3,1,1,33,3
26,3,2,1,26,3
39,3,2,1,99,3
10,3,2,1,10,3
26,3,2,1,10,3
33,3,2,1,45,3
26,3,1,2,26,3
32,2,2,1,26,3
49,3,2,9,99,3
99,3,2,1,26,3
33,1,2,1,33,3
39,1,2,2,39,3
39,2,2,1,29,3
10,3,2,1,26,3
29,3,2,1,39,3
33,3,2,1,32,3
22,9,1,1,33,3
10,2,2,2,32,3
33,2,2,2,26,3
10,3,2,1,21,3
10,3,2,1,99,3
10,3,2,1,33,3
10,3,2,1,10,3
10,3,2,1,26,3
10,3,2,1,33,3
23,3,2,1,26,3
23,3,2,1,23,3
26,3,2,1,33,3
26,3,2,1,26,3
26,3,2,1,46,3
26,3,2,1,10,3
26,3,2,1,33,3
26,3,2,2,10,3
26,3,2,1,26,3
26,3,2,1,32,3
26,3,2,1,26,3
29,3,2,1,29,3
33,3,2,1,26,3
33,3,2,1,33,3
39,3,2,1,39,3
46,3,2,1,26,3
49,3,2,1,49,3
53,3,2,2,45,3
10,4,2,1,25,3
24,9,2,1,33,3
99,9,2,2,99,3
46,3,1,1,46,3
46,3,1,1,46,3
33,3,1,1,26,3
10,3,1,2,10,3
29,3,1,2,10,3
29,3,1,1,10,3
45,3,1,1,33,3
49,3,1,2,39,3
26,3,1,1,33,3
33,3,1,1,26,3
10,3,1,1,10,3
10,3,1,1,10,3
99,9,1,1,99,3
45,5,9,9,99,5
33,3,2,2,33,5
46,5,1,1,46,5
46,5,2,1,33,5
45,5,1,1,45,5
45,5,1,1,46,5
46,5,2,1,33,5
99,2,1,1,99,5
99,5,1,1,99,5
10,5,2,1,29,5
26,5,2,1,23,5
10,5,2,1,29,5
10,5,2,1,26,5
26,5,2,1,26,5
26,5,2,1,33,5
32,5,2,1,25,5
46,5,2,1,46,5
46,5,2,1,46,5
54,5,1,1,46,5
26,5,1,1,24,5
23,5,1,1,23,5
24,5,1,1,24,5
46,5,1,1,46,5
26,5,1,1,24,5
44,5,1,1,44,5
23,5,1,1,24,5
31,5,1,1,46,5
26,5,1,1,99,5
39,3,2,1,29,9
10,9,2,1,22,9
26,9,2,1,26,9
46,9,2,1,45,9
49,9,2,1,39,9
49,9,2,1,49,9
99,9,2,9,99,9
49,9,1,1,59,9
33,3,1,2,26,9
49,9,1,1,49,9
49,9,1,1,39,9
29,2,1,2,29,9
26,9,1,2,26,9
29,9,1,1,29,9
10,9,1,1,10,9
33,9,1,1,33,9
46,9,1,1,59,9
49,2,2,1,99,9
39,9,2,1,39,9
49,9,2,1,29,9
59,9,2,1,59,9
59,1,1,1,49,9
45,9,1,1,55,9
10,9,2,1,10,9
46,9,1,1,46,9
26,9,1,1,26,9
26,9,2,1,26,9
29,9,2,1,29,9
26,9,1,1,25,9
10,9,2,1,99,9
10,9,2,1,10,9
23,9,2,1,26,9
49,9,1,1,49,9
49,9,1,1,49,9
49,9,2,1,10,9
10,2,2,1,10,9
10,2,2,2,26,9
23,2,2,1,33,9
24,2,2,1,23,9
99,2,2,9,99,9
49,3,2,1,49,9
10,9,2,2,10,9
10,9,2,1,24,9
10,9,2,9,10,9
10,9,2,1,49,9
10,9,2,1,33,9
10,9,2,9,99,9
10,9,2,1,29,9
10,9,2,9,25,9
10,9,2,1,22,9
10,9,2,2,10,9
10,9,2,2,10,9
10,9,2,1,26,9
10,9,2,1,10,9
10,9,2,1,26,9
22,9,2,1,44,9
22,9,2,1,22,9
22,9,2,1,10,9
22,9,2,1,31,9
26,9,2,1,26,9
26,9,2,2,25,9
26,9,2,1,26,9
26,9,2,1,31,9
26,9,2,1,46,9
26,9,2,1,26,9
26,9,2,1,26,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,2,29,9
29,9,2,1,39,9
29,9,2,1,29,9
29,9,2,1,10,9
32,9,2,1,26,9
32,9,2,2,45,9
33,9,2,1,46,9
33,9,2,9,46,9
33,9,2,1,46,9
39,9,2,1,49,9
39,9,2,1,29,9
39,9,2,1,49,9
39,9,2,1,39,9
39,9,2,1,29,9
39,9,2,1,29,9
39,9,2,2,39,9
44,9,2,1,55,9
44,9,2,1,33,9
45,9,2,1,46,9
46,9,2,1,46,9
49,9,2,2,29,9
49,9,2,1,49,9
49,9,2,1,29,9
59,9,2,1,39,9
99,9,2,1,29,9
99,9,2,9,99,9
99,9,2,1,99,9
99,9,2,2,49,9
46,9,1,2,46,9
46,9,1,1,45,9
59,9,1,1,59,9
46,9,1,1,46,9
99,9,1,1,99,9
49,3,1,1,49,9
53,9,1,1,26,9
23,9,1,1,33,9
39,2,1,1,99,9
33,9,1,1,33,9
49,9,1,9,99,9
29,9,1,2,29,9
53,9,1,2,26,9
46,9,1,1,26,9
49,2,1,9,99,9
21,9,1,1,22,9
23,9,1,2,23,9
29,9,1,1,29,9
29,9,1,1,39,9
32,9,1,1,23,9
33,9,1,1,33,9
39,9,1,1,29,9
46,9,1,1,26,9
49,9,1,1,49,9
49,9,1,1,39,9
45,9,1,2,45,9
29,9,1,2,29,9
29,9,1,2,29,9
39,9,1,2,10,9
22,9,1,2,26,9
10,9,1,1,29,9
22,9,1,2,39,9
10,2,1,1,23,9
10,9,1,1,39,9
99,2,1,1,99,9
49,9,1,1,99,9
22,9,1,1,23,9
46,9,1,1,26,9
59,9,1,9,59,9
29,9,9,2,29,9
39,9,1,1,39,9
44,9,1,1,99,9
45,9,1,1,45,9
26,9,1,1,49,9
49,9,1,1,39,9
10,9,2,1,10,9
26,9,2,2,26,9
29,9,1,9,99,9
59,9,1,1,59,9
10,9,2,1,29,9
25,9,2,1,26,9
26,9,2,1,33,9
29,9,2,1,39,9
33,9,2,1,44,9
39,9,2,1,39,9
46,9,2,1,44,9
49,9,2,1,49,9
99,1,1,1,99,9
10,1,1,1,22,9
49,9,1,1,59,9
59,1,2,1,59,9
23,2,2,1,26,9
29,2,2,1,10,9
59,2,2,9,99,9
21,9,2,2,10,9
22,9,2,1,24,9
25,9,2,1,26,9
29,9,2,1,29,9
32,9,2,1,10,9
33,9,2,1,10,9
45,9,2,1,10,9
99,9,2,9,99,9
49,9,1,1,49,9
99,2,1,9,99,9
29,9,1,2,29,9
33,9,1,2,33,9
49,3,1,1,49,9
23,9,1,1,26,9
31,1,2,1,33,9
29,2,2,2,29,9
31,2,2,2,26,9
25,3,2,1,25,9
10,9,2,1,26,9
10,9,2,1,24,9
10,9,2,2,26,9
10,9,2,2,29,9
10,9,2,1,21,9
10,9,2,2,10,9
10,9,2,1,29,9
21,9,2,1,49,9
21,9,2,1,26,9
22,9,2,1,26,9
22,9,2,1,23,9
23,9,2,1,99,9
25,9,2,1,10,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,2,46,9
26,9,2,2,26,9
26,9,2,1,26,9
26,9,2,2,33,9
26,9,2,1,26,9
26,9,2,1,26,9
29,9,2,1,29,9
33,9,2,1,22,9
33,9,2,1,46,9
39,9,2,1,29,9
46,9,2,1,26,9
46,9,2,1,22,9
56,9,2,1,26,9
59,9,1,1,49,9
45,9,1,9,45,9
59,9,1,1,59,9
45,2,1,2,33,9
25,2,1,1,26,9
21,9,1,1,22,9
26,9,1,1,46,9
59,9,1,2,26,9
26,9,1,2,26,9
26,9,1,1,25,9
10,2,1,9,99,9
99,9,1,1,99,9
29,1,2,2,29,1
10,3,2,1,10,1
49,1,1,9,49,1
10,1,2,1,46,1
24,1,1,1,26,1
39,2,1,2,39,1
10,1,2,1,26,1
22,1,2,1,22,1
10,1,2,2,25,1
10,1,2,2,29,1
10,1,2,2,39,1
10,1,2,2,10,1
10,1,2,2,10,1
10,1,2,1,26,1
10,1,2,1,10,1
21,1,2,2,21,1
23,1,2,1,22,1
26,1,2,2,33,1
26,1,2,2,26,1
26,1,2,1,26,1
26,1,2,2,10,1
29,1,2,2,44,1
29,1,2,2,29,1
29,1,2,1,29,1
29,1,2,2,29,1
29,1,2,2,29,1
33,1,2,2,25,1
33,1,2,1,33,1
39,1,2,1,99,1
49,1,2,1,32,1
99,1,2,2,39,1
99,1,2,2,29,1
99,1,2,1,22,1
10,2,2,1,10,1
10,2,2,1,99,1
10,2,2,1,10,1
10,2,2,2,26,1
10,2,2,2,10,1
10,2,2,2,10,1
10,2,2,1,26,1
10,2,2,1,22,1
26,2,2,1,33,1
26,2,2,2,10,1
26,2,2,2,26,1
26,2,2,2,26,1
29,2,2,1,29,1
29,2,2,2,29,1
39,2,2,2,10,1
46,2,2,1,33,1
46,2,2,1,46,1
49,2,2,2,49,1
49,2,2,9,99,1
49,2,2,1,39,1
99,2,2,1,99,1
26,3,2,2,33,1
29,3,2,2,29,1
29,3,2,1,39,1
22,9,2,2,33,1
26,9,2,1,10,1
29,9,2,2,29,1
29,9,2,2,29,1
29,9,2,1,29,1
59,2,1,2,39,1
46,2,1,1,46,1
29,1,1,1,10,1
29,2,1,9,10,1
49,3,1,2,49,1
29,1,1,1,29,1
26,2,1,2,10,1
33,2,1,1,33,1
33,2,1,1,33,1
23,3,1,2,22,1
29,1,1,2,39,1
29,3,1,2,10,1
29,1,1,2,29,1
29,1,1,1,29,1
59,1,1,1,44,1
10,1,1,2,10,1
26,1,1,1,10,1
10,2,1,1,10,1
99,2,1,2,99,1
10,1,1,1,24,1
29,4,1,1,10,1
49,3,1,2,39,1
10,1,2,1,39,1
NA,NA,NA,2,44,1
29,2,2,2,39,1
49,2,2,2,39,1
10,2,2,2,10,1
59,2,1,2,39,1
99,1,1,1,99,1
26,2,1,2,33,1
49,1,1,1,29,1
10,1,2,2,10,1
23,1,2,1,26,1
46,1,2,2,22,1
46,1,2,1,32,1
49,1,2,2,29,1
10,2,2,2,26,1
21,2,2,2,26,1
45,2,2,1,10,1
26,1,1,1,26,1
44,1,1,2,10,1
99,2,1,1,10,1
26,2,1,2,26,1
26,1,1,1,46,1
39,2,1,2,39,1
99,2,1,9,99,1
46,1,1,2,46,1
29,1,1,2,29,1
10,1,2,1,10,1
10,1,2,1,26,1
10,1,2,2,29,1
10,1,2,2,29,1
10,1,2,1,10,1
26,1,2,2,10,1
33,1,2,2,26,1
33,1,2,1,33,1
46,1,2,2,46,1
99,1,2,1,99,1
10,2,2,2,10,1
10,2,2,2,10,1
26,2,2,1,46,1
26,2,2,1,33,1
26,2,2,1,10,1
26,2,2,2,26,1
46,2,2,2,46,1
10,3,2,1,26,1
10,3,2,2,26,1
10,3,2,1,10,1
10,4,2,1,10,1
23,5,2,1,31,1
26,5,2,2,26,1
10,9,2,2,10,1
10,9,2,2,10,1
10,9,2,1,10,1
22,9,2,1,26,1
26,1,1,1,26,1
26,1,1,1,25,1
99,1,1,1,99,1
26,3,1,1,45,1
26,2,1,1,26,1
29,1,1,1,29,1
10,2,1,1,10,1
10,2,1,1,99,1
10,2,1,1,10,1
26,2,1,1,26,1
26,2,1,1,10,1
10,1,1,1,10,1
22,1,1,9,26,1
46,2,1,1,46,1
10,1,9,2,99,1
49,1,2,2,39,2
10,2,2,2,10,2
10,2,2,1,10,2
22,2,2,1,26,2
26,2,2,1,22,2
29,2,2,1,29,2
29,2,2,1,29,2
39,2,2,9,39,2
49,2,2,1,49,2
99,2,2,1,99,2
49,3,2,1,49,2
39,9,2,9,99,2
55,2,1,2,44,2
55,2,1,9,99,2
46,9,1,2,26,2
49,1,1,2,39,2
39,2,1,2,29,2
29,1,1,2,29,2
29,9,1,2,39,2
29,2,1,2,29,2
39,9,1,2,29,2
49,2,1,2,49,2
10,2,1,9,29,2
29,2,1,1,10,2
44,2,1,1,10,2
10,2,1,1,29,2
49,2,1,1,49,2
59,2,1,1,49,2
99,2,1,1,99,2
99,2,9,9,99,2
99,2,9,9,99,2
10,2,2,1,10,2
29,2,2,1,29,2
49,2,2,1,29,2
32,2,1,1,26,2
59,2,1,1,44,2
59,2,1,1,49,2
46,2,2,1,55,2
24,2,1,1,26,2
99,2,1,1,99,2
49,2,1,1,49,2
10,2,2,1,26,2
46,2,2,1,33,2
26,2,1,1,10,2
26,2,1,1,26,2
29,1,2,1,39,2
44,1,2,1,44,2
39,2,2,1,39,2
59,2,1,1,49,2
49,2,1,1,49,2
49,2,1,1,49,2
39,2,1,1,39,2
45,2,1,1,45,2
45,2,1,2,26,2
29,4,1,1,59,2
49,2,1,1,59,2
33,2,2,1,26,2
49,2,1,1,39,2
10,2,2,1,26,2
59,2,1,1,32,2
21,2,1,1,46,2
10,2,2,1,10,2
22,2,2,1,33,2
26,2,2,1,33,2
46,2,2,1,46,2
55,2,2,1,33,2
10,4,2,1,45,2
46,2,1,1,46,2
49,1,1,2,29,2
29,2,1,1,29,2
33,2,1,1,44,2
22,2,1,1,32,2
26,2,2,1,26,2
32,2,2,1,26,2
29,2,1,1,29,2
22,4,2,1,23,2
10,2,2,1,24,2
45,2,2,1,53,2
10,1,2,1,10,2
10,2,2,1,26,2
21,2,2,1,21,2
46,2,2,1,46,2
59,9,1,1,49,2
49,2,1,1,39,2
49,2,1,1,49,2
51,2,1,1,21,2
99,2,9,2,99,2
39,9,1,2,29,2
49,2,1,1,49,2
46,2,1,1,46,2
26,2,2,1,24,2
45,2,2,1,45,2
10,1,2,9,99,2
10,1,2,2,29,2
10,1,2,2,46,2
23,1,2,1,10,2
29,1,2,2,39,2
29,1,2,1,29,2
29,1,2,1,29,2
29,1,2,2,39,2
33,1,2,1,10,2
33,1,2,1,46,2
39,1,2,1,29,2
52,1,2,1,99,2
10,2,2,2,10,2
10,2,2,1,26,2
10,2,2,1,21,2
10,2,2,1,29,2
10,2,2,2,10,2
10,2,2,1,33,2
10,2,2,2,39,2
10,2,2,1,26,2
10,2,2,1,10,2
10,2,2,1,23,2
10,2,2,1,22,2
10,2,2,1,10,2
10,2,2,1,26,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,1,10,2
10,2,2,2,32,2
22,2,2,1,22,2
22,2,2,1,22,2
22,2,2,1,29,2
22,2,2,1,10,2
22,2,2,1,26,2
23,2,2,1,26,2
23,2,2,1,26,2
23,2,2,1,99,2
23,2,2,1,26,2
23,2,2,1,24,2
23,2,2,1,23,2
23,2,2,1,10,2
23,2,2,1,33,2
25,2,2,1,10,2
25,2,2,1,46,2
25,2,2,1,26,2
26,2,2,1,46,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,1,10,2
26,2,2,9,10,2
26,2,2,2,26,2
26,2,2,1,26,2
26,2,2,1,25,2
26,2,2,1,26,2
26,2,2,1,32,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,1,23,2
26,2,2,1,26,2
26,2,2,1,99,2
26,2,2,1,26,2
29,2,2,2,29,2
29,2,2,2,29,2
29,2,2,2,29,2
29,2,2,1,29,2
29,2,2,1,10,2
29,2,2,1,10,2
29,2,2,1,29,2
29,2,2,9,10,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,10,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,2,10,2
29,2,2,2,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,49,2
29,2,2,1,39,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,29,2
29,2,2,1,49,2
32,2,2,1,45,2
33,2,2,1,10,2
33,2,2,1,39,2
33,2,2,2,33,2
33,2,2,1,33,2
33,2,2,1,33,2
33,2,2,1,32,2
33,2,2,1,33,2
33,2,2,1,33,2
33,2,2,1,33,2
33,2,2,1,46,2
33,2,2,1,46,2
39,2,2,1,39,2
39,2,2,1,29,2
45,2,2,1,45,2
45,2,2,2,46,2
45,2,2,1,33,2
46,2,2,1,26,2
46,2,2,2,46,2
46,2,2,1,46,2
46,2,2,1,33,2
49,2,2,1,49,2
49,2,2,1,59,2
49,2,2,1,59,2
56,2,2,1,99,2
59,2,2,1,39,2
59,2,2,1,55,2
99,2,2,1,99,2
